Week_end,Indicator,High_industry,Value
5/8/22,Weekly earnings - median - 20 days,Total,1126.6
5/8/22,Weekly earnings - median - 20 days,A Primary,1071.85
5/8/22,Weekly earnings - median - 20 days,B Goods Producing,1261.34
5/8/22,Weekly earnings - median - 20 days,C Services,1105.77
5/8/22,Weekly earnings - median - 20 days,Z No Match,692.05
5/8/22,Weekly earnings - upper quartile - 20 days,Total,1586.94
5/8/22,Weekly earnings - upper quartile - 20 days,A Primary,1403.35
5/8/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1635
5/8/22,Weekly earnings - upper quartile - 20 days,C Services,1600
5/8/22,Weekly earnings - upper quartile - 20 days,Z No Match,997.14
5/8/22,Weekly earnings - lower quartile - 20 days,Total,742.24
5/8/22,Weekly earnings - lower quartile - 20 days,A Primary,716.93
5/8/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,978.37
5/8/22,Weekly earnings - lower quartile - 20 days,C Services,686.88
5/8/22,Weekly earnings - lower quartile - 20 days,Z No Match,442.17
5/15/22,Number of paid jobs - 20 days,Total,2046420
5/15/22,Number of paid jobs - 20 days,A Primary,78780
5/15/22,Number of paid jobs - 20 days,B Goods Producing,383030
5/15/22,Number of paid jobs - 20 days,C Services,1531110
5/15/22,Number of paid jobs - 20 days,Z No Match,53480
5/15/22,Weekly earnings - median - 20 days,Total,1122.5
5/15/22,Weekly earnings - median - 20 days,A Primary,1057.69
5/15/22,Weekly earnings - median - 20 days,B Goods Producing,1260
5/15/22,Weekly earnings - median - 20 days,C Services,1100.9
5/15/22,Weekly earnings - median - 20 days,Z No Match,696.29
5/15/22,Weekly earnings - upper quartile - 20 days,Total,1584.06
5/15/22,Weekly earnings - upper quartile - 20 days,A Primary,1397.25
5/15/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
5/15/22,Weekly earnings - upper quartile - 20 days,C Services,1599.7
5/15/22,Weekly earnings - upper quartile - 20 days,Z No Match,999.33
5/15/22,Weekly earnings - lower quartile - 20 days,Total,742.89
5/15/22,Weekly earnings - lower quartile - 20 days,A Primary,699.6
5/15/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,977
5/15/22,Weekly earnings - lower quartile - 20 days,C Services,690
5/15/22,Weekly earnings - lower quartile - 20 days,Z No Match,448.91
5/22/22,Number of paid jobs - 20 days,Total,2047540
5/22/22,Number of paid jobs - 20 days,A Primary,77350
5/22/22,Number of paid jobs - 20 days,B Goods Producing,382310
5/22/22,Number of paid jobs - 20 days,C Services,1533810
5/22/22,Number of paid jobs - 20 days,Z No Match,54070
5/22/22,Weekly earnings - median - 20 days,Total,1120
5/22/22,Weekly earnings - median - 20 days,A Primary,1055.28
5/22/22,Weekly earnings - median - 20 days,B Goods Producing,1253.84
5/22/22,Weekly earnings - median - 20 days,C Services,1097.92
5/22/22,Weekly earnings - median - 20 days,Z No Match,698.65
5/22/22,Weekly earnings - upper quartile - 20 days,Total,1584.62
5/22/22,Weekly earnings - upper quartile - 20 days,A Primary,1400
5/22/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1638.77
5/22/22,Weekly earnings - upper quartile - 20 days,C Services,1596.25
5/22/22,Weekly earnings - upper quartile - 20 days,Z No Match,1000
5/22/22,Weekly earnings - lower quartile - 20 days,Total,738.46
5/22/22,Weekly earnings - lower quartile - 20 days,A Primary,699.32
5/22/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,971.17
5/22/22,Weekly earnings - lower quartile - 20 days,C Services,685.07
5/22/22,Weekly earnings - lower quartile - 20 days,Z No Match,451.45
5/29/22,Number of paid jobs - 20 days,Total,2048720
5/29/22,Number of paid jobs - 20 days,A Primary,78290
5/29/22,Number of paid jobs - 20 days,B Goods Producing,382190
5/29/22,Number of paid jobs - 20 days,C Services,1534320
5/29/22,Number of paid jobs - 20 days,Z No Match,53910
5/29/22,Weekly earnings - median - 20 days,Total,1124.23
5/29/22,Weekly earnings - median - 20 days,A Primary,1080.38
5/29/22,Weekly earnings - median - 20 days,B Goods Producing,1260
5/29/22,Weekly earnings - median - 20 days,C Services,1101.5
5/29/22,Weekly earnings - median - 20 days,Z No Match,698.74
5/29/22,Weekly earnings - upper quartile - 20 days,Total,1593.38
5/29/22,Weekly earnings - upper quartile - 20 days,A Primary,1430.33
5/29/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1640.71
5/29/22,Weekly earnings - upper quartile - 20 days,C Services,1604.4
5/29/22,Weekly earnings - upper quartile - 20 days,Z No Match,1000
5/29/22,Weekly earnings - lower quartile - 20 days,Total,743.1
5/29/22,Weekly earnings - lower quartile - 20 days,A Primary,736
5/29/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,975.86
5/29/22,Weekly earnings - lower quartile - 20 days,C Services,688.5
5/29/22,Weekly earnings - lower quartile - 20 days,Z No Match,452.98
6/5/22,Number of paid jobs - 20 days,Total,2049640
6/5/22,Number of paid jobs - 20 days,A Primary,77370
6/5/22,Number of paid jobs - 20 days,B Goods Producing,381920
6/5/22,Number of paid jobs - 20 days,C Services,1535570
6/5/22,Number of paid jobs - 20 days,Z No Match,54780
6/5/22,Weekly earnings - median - 20 days,Total,1118.89
6/5/22,Weekly earnings - median - 20 days,A Primary,1044.63
6/5/22,Weekly earnings - median - 20 days,B Goods Producing,1240
6/5/22,Weekly earnings - median - 20 days,C Services,1100.29
6/5/22,Weekly earnings - median - 20 days,Z No Match,693.93
6/5/22,Weekly earnings - upper quartile - 20 days,Total,1584.34
6/5/22,Weekly earnings - upper quartile - 20 days,A Primary,1403.85
6/5/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1617
6/5/22,Weekly earnings - upper quartile - 20 days,C Services,1604.3
6/5/22,Weekly earnings - upper quartile - 20 days,Z No Match,994.98
6/5/22,Weekly earnings - lower quartile - 20 days,Total,731.74
6/5/22,Weekly earnings - lower quartile - 20 days,A Primary,675
6/5/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,961.54
6/5/22,Weekly earnings - lower quartile - 20 days,C Services,682
6/5/22,Weekly earnings - lower quartile - 20 days,Z No Match,439.6
6/12/22,Number of paid jobs - 20 days,Total,2042450
6/12/22,Number of paid jobs - 20 days,A Primary,75100
6/12/22,Number of paid jobs - 20 days,B Goods Producing,382440
6/12/22,Number of paid jobs - 20 days,C Services,1529760
6/12/22,Number of paid jobs - 20 days,Z No Match,55160
6/12/22,Weekly earnings - median - 20 days,Total,1133.88
6/12/22,Weekly earnings - median - 20 days,A Primary,1073.9
6/12/22,Weekly earnings - median - 20 days,B Goods Producing,1254.32
6/12/22,Weekly earnings - median - 20 days,C Services,1115.39
6/12/22,Weekly earnings - median - 20 days,Z No Match,702
6/12/22,Weekly earnings - upper quartile - 20 days,Total,1600
6/12/22,Weekly earnings - upper quartile - 20 days,A Primary,1423.08
6/12/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
6/12/22,Weekly earnings - upper quartile - 20 days,C Services,1620
6/12/22,Weekly earnings - upper quartile - 20 days,Z No Match,1002.88
6/12/22,Weekly earnings - lower quartile - 20 days,Total,748.8
6/12/22,Weekly earnings - lower quartile - 20 days,A Primary,722.25
6/12/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,971.91
6/12/22,Weekly earnings - lower quartile - 20 days,C Services,696.61
6/12/22,Weekly earnings - lower quartile - 20 days,Z No Match,457.91
6/19/22,Number of paid jobs - 20 days,Total,2047610
6/19/22,Number of paid jobs - 20 days,A Primary,74440
6/19/22,Number of paid jobs - 20 days,B Goods Producing,381360
6/19/22,Number of paid jobs - 20 days,C Services,1536500
6/19/22,Number of paid jobs - 20 days,Z No Match,55320
6/19/22,Weekly earnings - median - 20 days,Total,1129.49
6/19/22,Weekly earnings - median - 20 days,A Primary,1081.06
6/19/22,Weekly earnings - median - 20 days,B Goods Producing,1260
6/19/22,Weekly earnings - median - 20 days,C Services,1110.4
6/19/22,Weekly earnings - median - 20 days,Z No Match,701.85
6/19/22,Weekly earnings - upper quartile - 20 days,Total,1600
6/19/22,Weekly earnings - upper quartile - 20 days,A Primary,1428
6/19/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1648.15
6/19/22,Weekly earnings - upper quartile - 20 days,C Services,1615
6/19/22,Weekly earnings - upper quartile - 20 days,Z No Match,1004.52
6/19/22,Weekly earnings - lower quartile - 20 days,Total,743.43
6/19/22,Weekly earnings - lower quartile - 20 days,A Primary,750
6/19/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,975
6/19/22,Weekly earnings - lower quartile - 20 days,C Services,690
6/19/22,Weekly earnings - lower quartile - 20 days,Z No Match,456.76
6/26/22,Number of paid jobs - 20 days,Total,2049220
6/26/22,Number of paid jobs - 20 days,A Primary,75620
6/26/22,Number of paid jobs - 20 days,B Goods Producing,381560
6/26/22,Number of paid jobs - 20 days,C Services,1536750
6/26/22,Number of paid jobs - 20 days,Z No Match,55290
6/26/22,Weekly earnings - median - 20 days,Total,1139.5
6/26/22,Weekly earnings - median - 20 days,A Primary,1094.78
6/26/22,Weekly earnings - median - 20 days,B Goods Producing,1249.7
6/26/22,Weekly earnings - median - 20 days,C Services,1120.4
6/26/22,Weekly earnings - median - 20 days,Z No Match,701.91
6/26/22,Weekly earnings - upper quartile - 20 days,Total,1600.06
6/26/22,Weekly earnings - upper quartile - 20 days,A Primary,1442.31
6/26/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1620
6/26/22,Weekly earnings - upper quartile - 20 days,C Services,1630.11
6/26/22,Weekly earnings - upper quartile - 20 days,Z No Match,1007.42
6/26/22,Weekly earnings - lower quartile - 20 days,Total,757.09
6/26/22,Weekly earnings - lower quartile - 20 days,A Primary,764.39
6/26/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,976.25
6/26/22,Weekly earnings - lower quartile - 20 days,C Services,704.19
6/26/22,Weekly earnings - lower quartile - 20 days,Z No Match,457.14
7/3/22,Number of paid jobs - 20 days,Total,2049310
7/3/22,Number of paid jobs - 20 days,A Primary,76180
7/3/22,Number of paid jobs - 20 days,B Goods Producing,382190
7/3/22,Number of paid jobs - 20 days,C Services,1542320
7/3/22,Number of paid jobs - 20 days,Z No Match,48610
7/3/22,Weekly earnings - median - 20 days,Total,1133.84
7/3/22,Weekly earnings - median - 20 days,A Primary,1093.5
7/3/22,Weekly earnings - median - 20 days,B Goods Producing,1250.94
7/3/22,Weekly earnings - median - 20 days,C Services,1115.38
7/3/22,Weekly earnings - median - 20 days,Z No Match,654.89
7/3/22,Weekly earnings - upper quartile - 20 days,Total,1610
7/3/22,Weekly earnings - upper quartile - 20 days,A Primary,1438.85
7/3/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
7/3/22,Weekly earnings - upper quartile - 20 days,C Services,1634.4
7/3/22,Weekly earnings - upper quartile - 20 days,Z No Match,931.98
7/3/22,Weekly earnings - lower quartile - 20 days,Total,737.37
7/3/22,Weekly earnings - lower quartile - 20 days,A Primary,743.8
7/3/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,966.4
7/3/22,Weekly earnings - lower quartile - 20 days,C Services,688.99
7/3/22,Weekly earnings - lower quartile - 20 days,Z No Match,310.25
7/10/22,Number of paid jobs - 20 days,Total,2044640
7/10/22,Number of paid jobs - 20 days,A Primary,74570
7/10/22,Number of paid jobs - 20 days,B Goods Producing,380210
7/10/22,Number of paid jobs - 20 days,C Services,1533550
7/10/22,Number of paid jobs - 20 days,Z No Match,56310
7/10/22,Weekly earnings - median - 20 days,Total,1131.99
7/10/22,Weekly earnings - median - 20 days,A Primary,1081.59
7/10/22,Weekly earnings - median - 20 days,B Goods Producing,1250
7/10/22,Weekly earnings - median - 20 days,C Services,1115.38
7/10/22,Weekly earnings - median - 20 days,Z No Match,721.28
7/10/22,Weekly earnings - upper quartile - 20 days,Total,1608.31
7/10/22,Weekly earnings - upper quartile - 20 days,A Primary,1427.51
7/10/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
7/10/22,Weekly earnings - upper quartile - 20 days,C Services,1634.61
7/10/22,Weekly earnings - upper quartile - 20 days,Z No Match,1031.24
7/10/22,Weekly earnings - lower quartile - 20 days,Total,742.44
7/10/22,Weekly earnings - lower quartile - 20 days,A Primary,742.5
7/10/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,965.05
7/10/22,Weekly earnings - lower quartile - 20 days,C Services,690.41
7/10/22,Weekly earnings - lower quartile - 20 days,Z No Match,468.67
7/17/22,Number of paid jobs - 20 days,Total,2039670
7/17/22,Number of paid jobs - 20 days,A Primary,74080
7/17/22,Number of paid jobs - 20 days,B Goods Producing,380410
7/17/22,Number of paid jobs - 20 days,C Services,1528400
7/17/22,Number of paid jobs - 20 days,Z No Match,56770
7/17/22,Weekly earnings - median - 20 days,Total,1130
7/17/22,Weekly earnings - median - 20 days,A Primary,1073.25
7/17/22,Weekly earnings - median - 20 days,B Goods Producing,1245.48
7/17/22,Weekly earnings - median - 20 days,C Services,1115.38
7/17/22,Weekly earnings - median - 20 days,Z No Match,731.22
7/17/22,Weekly earnings - upper quartile - 20 days,Total,1603.43
7/17/22,Weekly earnings - upper quartile - 20 days,A Primary,1413.16
7/17/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1633.74
7/17/22,Weekly earnings - upper quartile - 20 days,C Services,1631.61
7/17/22,Weekly earnings - upper quartile - 20 days,Z No Match,1039.24
7/17/22,Weekly earnings - lower quartile - 20 days,Total,738
7/17/22,Weekly earnings - lower quartile - 20 days,A Primary,714.29
7/17/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,961.54
7/17/22,Weekly earnings - lower quartile - 20 days,C Services,685.84
7/17/22,Weekly earnings - lower quartile - 20 days,Z No Match,484.24
7/24/22,Number of paid jobs - 20 days,Total,2034510
7/24/22,Number of paid jobs - 20 days,A Primary,76010
7/24/22,Number of paid jobs - 20 days,B Goods Producing,380060
7/24/22,Number of paid jobs - 20 days,C Services,1520980
7/24/22,Number of paid jobs - 20 days,Z No Match,57440
7/24/22,Weekly earnings - median - 20 days,Total,1134.62
7/24/22,Weekly earnings - median - 20 days,A Primary,1088.43
7/24/22,Weekly earnings - median - 20 days,B Goods Producing,1251.49
7/24/22,Weekly earnings - median - 20 days,C Services,1117.35
7/24/22,Weekly earnings - median - 20 days,Z No Match,728.87
7/24/22,Weekly earnings - upper quartile - 20 days,Total,1610
7/24/22,Weekly earnings - upper quartile - 20 days,A Primary,1432.69
7/24/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1644.3
7/24/22,Weekly earnings - upper quartile - 20 days,C Services,1632.7
7/24/22,Weekly earnings - upper quartile - 20 days,Z No Match,1045.83
7/24/22,Weekly earnings - lower quartile - 20 days,Total,742.07
7/24/22,Weekly earnings - lower quartile - 20 days,A Primary,721.77
7/24/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,966
7/24/22,Weekly earnings - lower quartile - 20 days,C Services,689.32
7/24/22,Weekly earnings - lower quartile - 20 days,Z No Match,480
7/31/22,Number of paid jobs - 20 days,Total,2044710
7/31/22,Number of paid jobs - 20 days,A Primary,75930
7/31/22,Number of paid jobs - 20 days,B Goods Producing,380760
7/31/22,Number of paid jobs - 20 days,C Services,1536530
7/31/22,Number of paid jobs - 20 days,Z No Match,51480
7/31/22,Weekly earnings - median - 20 days,Total,1130.2
7/31/22,Weekly earnings - median - 20 days,A Primary,1080
7/31/22,Weekly earnings - median - 20 days,B Goods Producing,1250
7/31/22,Weekly earnings - median - 20 days,C Services,1114.5
7/31/22,Weekly earnings - median - 20 days,Z No Match,678.4
7/31/22,Weekly earnings - upper quartile - 20 days,Total,1600.66
7/31/22,Weekly earnings - upper quartile - 20 days,A Primary,1427.33
7/31/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1637.71
7/31/22,Weekly earnings - upper quartile - 20 days,C Services,1620.64
7/31/22,Weekly earnings - upper quartile - 20 days,Z No Match,998.79
7/31/22,Weekly earnings - lower quartile - 20 days,Total,730.23
7/31/22,Weekly earnings - lower quartile - 20 days,A Primary,715.32
7/31/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,963
7/31/22,Weekly earnings - lower quartile - 20 days,C Services,678.4
7/31/22,Weekly earnings - lower quartile - 20 days,Z No Match,337.35
8/7/22,Number of paid jobs - 20 days,Total,2046920
8/7/22,Number of paid jobs - 20 days,A Primary,75080
8/7/22,Number of paid jobs - 20 days,B Goods Producing,380340
